"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19971002035059I","02-OCT-97","CHATHAM","MA","CHATHAM MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MOONEY","M-20","M-20-M","","PERSONAL","GENERAL OPERATING RULES","NONE","253TM","0","0","LYC","TIO540AF1A","O540","1","PRIVATE PILOT","624","300","42",""
"19971013033899I","13-OCT-97","WESTPORT","MA","WESTPORT","INCIDENT","MINOR","TO ABORTED (FIXED WING)","CESSNA","CE-152","","","PERSONAL","GENERAL OPERATING RULES","NONE","67930","0","0","","","","1","COMMERCIAL PILOT","600","400","55",""
"19971015033549I","15-OCT-97","MARLBORO","MA","MARLBORO","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-181","","PERSONAL","GENERAL OPERATING RULES","NONE","181EC","0","0","","","","1","PRIVATE PILOT","90","7","30",""
"19971031036889I","31-OCT-97","BEVERLY","MA","BEVERLY MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-J3C","PA-J3C-65","","PERSONAL","GENERAL OPERATING RULES","NONE","38680","0","0","","","","1","PRIVATE PILOT","","","",""
"19971101038749I","01-NOV-97","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","DESCENT","SAAB","340","A","BUSINESS EXPRESS AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","366BE","0","2","","","","2","AIRLINE TRANSPORT","5000","4000","63",""
"19971116040299I","16-NOV-97","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEAGLE","BEAGLE-121","BEAGLE-121-1","","PERSONAL","GENERAL OPERATING RULES","NONE","62JS","0","0","","","","1","UNKNOWN/FOREIGN","","","",""
"19971214040749I","14-DEC-97","MARTHAS VINEYARD","MA","MARTHAS VINEYARD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-172","CE-172-P","","PERSONAL","GENERAL OPERATING RULES","NONE","54306","0","0","","","","1","PRIVATE PILOT","130","70","7","7"
"19971218043289I","18-DEC-97","STOW","MA","MINUTE MAN AIR FIELD","INCIDENT","MINOR","SIMULATED FORCED LANDING AUTOROTATION","ROBSIN","R-22","R-22-MARINER","","OTHER","GENERAL OPERATING RULES","UNKNOWN","923SM","0","0","","","","1","STUDENT","140","140","15",""
"19971219043309I","19-DEC-97","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-182","CE-182-P","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","6077J","0","0","","","","1","PRIVATE PILOT","","","",""
"19980103002049I","03-JAN-98","NEWBURYPORT","MA","PLUM ISLAND","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","AIR COMMAND","532","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","2270R","0","0","","","","1","PRIVATE PILOT","305","150","10",""
"19980118001839I","18-JAN-98","BEVERLY","MA","BEVERLY MUNI","INCIDENT","MINOR","TAKEOFF GROUND ROLL","PIPER","PA-34","PA-34-200T","QUODDY AIR","OTHER","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","4516F","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4800","1000","30",""
"19980202003639I","02-FEB-98","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","STARTING ENGINES","RUTAN","VARIEZE","","","PERSONAL","GENERAL OPERATING RULES","NONE","27PM","0","0","","","","1","PRIVATE PILOT","","","",""
"19980207003739I","07-FEB-98","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","FINAL APPROACH- INSTRUMENT FLIGHT RULES","SAAB","340","B","BUSINESS EXPRESS AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","349BE","0","0","","","","2","AIRLINE TRANSPORT","6900","4000","198",""
"19980208002059I","08-FEB-98","BEVERLY","MA","BEVERLY MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","2496X","0","0","","","","1","PRIVATE PILOT","120","120","1",""
"19980208002149I","08-FEB-98","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MAULE","M-5","M-5-180C","","PERSONAL","GENERAL OPERATING RULES","NONE","66VJ","0","0","","","","1","PRIVATE PILOT","2200","800","10","10"
"19980212003759I","12-FEB-98","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-32","PA-32-RT300T","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","36201","0","0","","","","1","PRIVATE PILOT","255","57","20",""
"19980216002939I","16-FEB-98","NEW BEDFORD","MA","NEW BEDFORD RGNL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-32","PA-32-RT300","","PERSONAL","GENERAL OPERATING RULES","NONE","3994M","0","0","","","","1","PRIVATE PILOT","2343","1106","126","126"
"19980216003009I","16-FEB-98","CHATHAM","MA","CHATHAM MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-172","CE-172-RG","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","4669V","0","0","","","","1","PRIVATE PILOT","300","15","10",""
"19980324007869I","24-MAR-98","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","TO ABORTED (FIXED WING)","CESSNA","CE-172","CE-172-N","","PERSONAL","GENERAL OPERATING RULES","NONE","737SX","0","0","LYC","O320H2AD","O320","1","PRIVATE PILOT","192","192","19","19"
"19980327008089I","27-MAR-98","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","TAKEOFF GROUND ROLL","PIPER","PA-28","PA-28-181","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","105AV","0","0","","","","1","PRIVATE PILOT","197","47","22",""
"19980411008109I","11-APR-98","TAUNTON","MA","TAUNTON MUNI - KING FIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-411","CE-411-A","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","333SF","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","10000","500","60",""
"19980418010429I","18-APR-98","WORCESTER","MA","WORCESTER RGNL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","JETSTREAM-BAE SYSTEMS","JETSTREAM 41","","INDEPENDENCE AIR INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","331UE","0","0","","","","2","","","","",""
"19980430011009I","30-APR-98","MARTHAS VINEYARD","MA","MARTHAS VINEYARD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-172","CE-172-P","","PERSONAL","GENERAL OPERATING RULES","NONE","66162","0","0","","","","1","PRIVATE PILOT","80","18","80",""
"19980526018049I","26-MAY-98","PROVINCETOWN","MA","PROVINCETOWN MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-177","CE-177-RG","","PERSONAL","GENERAL OPERATING RULES","NONE","1582H","0","0","","","","1","COMMERCIAL PILOT","2000","","",""
"19980604017809I","04-JUN-98","PLYMOUTH","MA","PLYMOUTH MUNI","INCIDENT","SUBSTANTIAL","TAKEOFF GROUND ROLL","MOONEY","M-20","M-20-C","","PERSONAL","PILOT SCHOOLS","UNKNOWN","7838V","0","0","","","","1","PRIVATE PILOT","217","12","49",""
"19980604018929I","04-JUN-98","NEW BEDFORD","MA","NEW BEDFORD RGNL","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","PIPER","PA-28R","PA-28R-201T","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","38497","0","0","","","","1","PRIVATE PILOT","","","",""
"19980612020389I","12-JUN-98","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-402","CE-402-C","HYANNIS AIR SERVICE INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","2615G","0","0","","","","2","AIRLINE TRANSPORT","2500","800","200",""
"19980612024619I","12-JUN-98","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","RAYTHEON","1900","D","MESA AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","21YV","0","0","PWA","PT6*","PT6","2","AIRLINE TRANSPORT","4700","2700","275",""
"19980702024709I","02-JUL-98","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","SOCATA","TB-20","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","57TB","0","0","","","","1","PRIVATE PILOT","","","",""
"19980703032259I","03-JUL-98","BEVERLY","MA","BEVERLY MUNI","INCIDENT","","ROLL-OUT (FIXED WING)","","","","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","6788","0","0","WRIGHT","R182056AM1","R1820","","COMMERCIAL PILOT","6500","700","33",""
"19980714021759I","14-JUL-98","CUTTYHUNK ISLAND","MA","","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-206","CE-206-U206F","","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","AIR TAXI FLIGHT FOLLOWING","114GS","0","4","","","","1","COMMERCIAL PILOT","6000","1600","149","149"
"19980717025029I","17-JUL-98","STOW","MA","MINUTE MAN AIR FIELD","INCIDENT","MINOR","FINAL APPROACH","PIPER","PA-28","PA-28-140","","PERSONAL","GENERAL OPERATING RULES","NONE","9901W","0","0","","","","1","PRIVATE PILOT","156","55","16","16"
"19980726037589I","26-JUL-98","NEWBURYPORT","MA","PLUM ISLAND","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-172","","","INDUSTRIAL/SPECIAL","GENERAL OPERATING RULES","NONE","1922V","0","0","CONT","IO520*","O520","1","COMMERCIAL PILOT","1745","42","8","8"
"19980902031329I","02-SEP-98","NORTH DARTMOUTH","MA","","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","WSK-PZL MIELEC","M104","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","7080D","0","0","","","","1","PRIVATE PILOT","100","15","10",""
"19980923035599I","23-SEP-98","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","CESSNA","CE-402","CE-402-C","HYANNIS AIR SERVICE INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","6879R","0","0","","","","2","AIRLINE TRANSPORT","7700","2000","200",""
"19980926032239I","26-SEP-98","PROVINCETOWN","MA","PROVINCETOWN MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","","","","","PERSONAL","GENERAL OPERATING RULES","NONE","62067","0","0","","","","","PRIVATE PILOT","150","65","54",""
"19980928033459I","28-SEP-98","FALMOUTH","MA","FALMOUTH AIRPARK","INCIDENT","MINOR","FINAL APPROACH","BLANCA","BL-14","BL-14-192","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","7658B","0","0","CONT","O470K","O470","1","STUDENT","264","52","21",""
"19981006038299I","06-OCT-98","PLYMOUTH","MA","PLYMOUTH MUNI","INCIDENT","MINOR","HOVERING","HUGHES","HU-269","HU-269-C1","","INSTRUCTION","GENERAL OPERATING RULES","UNKNOWN","6140X","0","0","","","","1","COMMERCIAL PILOT","350","230","120",""
"19981008036939I","08-OCT-98","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","DASSAULT AVIATION","FALCON 900","","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","816M","0","0","","","","3","AIRLINE TRANSPORT","9800","1500","100",""
"19981015036849I","15-OCT-98","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","MCDONNELL-DOUGLAS-BOEING","MD-80","88","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","902DE","0","0","PWA","JT8D219","JT8","2","AIRLINE TRANSPORT","","","",""
"19981017036639I","17-OCT-98","TAUNTON","MA","TAUNTON MUNI - KING FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-210","CE-210-G","","PERSONAL","GENERAL OPERATING RULES","NONE","5827F","0","0","","","","1","COMMERCIAL PILOT","547","520","27","27"
"19981022033939I","22-OCT-98","WORCESTER","MA","WORCESTER RGNL","INCIDENT","","LEVEL OFF TOUCHDOWN","JETSTREAM-BAE SYSTEMS","JETSTREAM 41","","INDEPENDENCE AIR INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","314UE","0","0","","","","2","AIRLINE TRANSPORT","","","",""
"19981022040689I","22-OCT-98","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-23","PA-23-250","","PERSONAL","GENERAL OPERATING RULES","NONE","799AA","0","0","","","","2","PRIVATE PILOT","1300","505","40","40"
"19981026034029I","26-OCT-98","MARTHAS VINEYARD","MA","MARTHAS VINEYARD","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","CESSNA","CE-210","CE-210-M","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","1781M","0","0","CONT","IO520L","O520","1","AIRLINE TRANSPORT","27000","5000","150",""
"19981122040699I","22-NOV-98","BEVERLY","MA","BEVERLY MUNI","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","","","","","PERSONAL","GENERAL OPERATING RULES","NONE","105D","0","0","","","","1","PRIVATE PILOT","","","",""
"19981215033409I","15-DEC-98","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","CESSNA","CE-182","CE-182-R","","PERSONAL","GENERAL OPERATING RULES","NONE","757VE","0","0","","","","1","PRIVATE PILOT","1500","500","50","50"
"19990117006769I","17-JAN-99","MARTHAS VINEYARD","MA","MARTHAS VINEYARD","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","BEECH","BE-36","BE-36-A36","","PERSONAL","GENERAL OPERATING RULES","NONE","6689N","0","0","","","","1","PRIVATE PILOT","1300","1000","4","4"
"19990405017919I","05-APR-99","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","SEAREY","SEAREY","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","77MT","0","0","","","","1","PRIVATE PILOT","1200","130","4",""
"19990414019309I","14-APR-99","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","BEECH","BE-95","BE-95-D95A","","INSTRUCTION","GENERAL OPERATING RULES","NONE","5856S","0","0","","","","2","COMMERCIAL PILOT","7000","1000","250","250"
"19990429004349I","29-APR-99","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","32480","0","0","","","","1","PRIVATE PILOT","1082","1000","5",""
"19990430019859I","30-APR-99","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","PIPER","PA-28R","PA-28R-201","","INSTRUCTION","GENERAL OPERATING RULES","NONE","173ND","0","0","LYC","IO360C1C6","O360","1","","","","",""
"19990506019879I","06-MAY-99","CHATHAM","MA","CHATHAM MUNI","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","MOONEY","M-20","M-20-J","","PERSONAL","GENERAL OPERATING RULES","NONE","322DM","0","0","","","","1","PRIVATE PILOT FLIGHT INSTRUCTOR","1850","1060","40","40"
"19990529006109I","29-MAY-99","NANTUCKET","MA","NANTUCKET MEMORIAL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-151","","PERSONAL","GENERAL OPERATING RULES","NONE","752AV","0","0","","","","1","PRIVATE PILOT","175","175","30","30"
"19990602014639I","02-JUN-99","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","BEECH","BE-36","BE-36-A36","","PERSONAL","GENERAL OPERATING RULES","NONE","7214Y","0","0","","","","1","COMMERCIAL PILOT","1400","1000","30","30"
"19990624007579I","24-JUN-99","NEWBURYPORT","MA","PLUM ISLAND","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BLANCA","BL-7","BL-7-KCAB","","INSTRUCTION","GENERAL OPERATING RULES","NONE","9102L","0","0","LYC","IO320E2A","O320","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","18400","","",""
"19990702024299I","02-JUL-99","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MCDONNELL-DOUGLAS-BOEING","MD-80","82","TRANS WORLD AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","918TW","0","0","","","","2","AIRLINE TRANSPORT","19708","826","",""
"19990713023569I","13-JUL-99","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-34","PA-34-200T","TIME-DISTANCE MANAGEMENT GROUP INC","AIR TAXI (NON-SCHEDULED)","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","82176","0","0","CONT","TSIO360*","O360","2","AIRLINE TRANSPORT","5685","500","35","35"
"19990723018259I","23-JUL-99","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","MINOR","STARTING ENGINES","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","NONE","8295H","0","0","LYC","O320D3G","O320","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1000","","",""
"19990730022869I","30-JUL-99","FALMOUTH","MA","FALMOUTH AIRPARK","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-32","PA-32-301","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","8461C","0","0","","","","1","PRIVATE PILOT","700","700","20","20"
"19990730023769I","30-JUL-99","MARTHAS VINEYARD","MA","MARTHAS VINEYARD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-34","PA-34-220T","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","77FT","0","0","CONT","TSIO360*","O360","2","PRIVATE PILOT","700","140","75",""
"19990731024229I","31-JUL-99","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","DESCENT","BOEING","767","200","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","609UA","0","0","","","","2","","","","",""
"19990803018919I","03-AUG-99","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-177","CE-177-RG","","PERSONAL","GENERAL OPERATING RULES","NONE","52921","0","0","","","","1","PRIVATE PILOT","800","600","",""
"19990822024889I","22-AUG-99","NANTUCKET","MA","NANTUCKET MEMORIAL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-402","CE-402-C","HYANNIS AIR SERVICE INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","991AA","0","0","CONT","TSIO520VB","O520","2","AIRLINE TRANSPORT","1800","214","207",""
"19990903034649I","03-SEP-99","NANTUCKET","MA","NANTUCKET MEMORIAL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MOONEY","M-20","M-20-R","","PERSONAL","GENERAL OPERATING RULES","NONE","53WM","0","0","","","","1","PRIVATE PILOT","2000","15","30",""
"19990926027459I","26-SEP-99","PLYMOUTH","MA","PLYMOUTH MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-J","","PERSONAL","GENERAL OPERATING RULES","NONE","97983","0","0","","","","1","PRIVATE PILOT","1010","175","15","15"
"19990926032239I","26-SEP-99","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","ISRAEL AIRCRAFT INDUSTRIES","WESTWIND","1124","AERO JET INC","PERSONAL","GENERAL OPERATING RULES","NONE","666K","0","0","GARRTT","TFE73131G","TFE731","2","COMMERCIAL PILOT","6500","3000","100","100"
"19991019029749I","19-OCT-99","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","MOONEY","M-20","M-20-D","","PERSONAL","GENERAL OPERATING RULES","NONE","31NM","0","0","","","","1","PRIVATE PILOT","","","",""
"19991019041839I","19-OCT-99","MARTHAS VINEYARD","MA","MARTHAS VINEYARD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MOONEY","M-20","M-20-K","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","231BG","0","0","CONT","TSIO520NB","O520","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","","","",""
"19991122030829I","22-NOV-99","BEVERLY","MA","BEVERLY MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","WHITE LIGHTNING","WLAC1","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","105D","0","0","CONT","TSIO520M","O520","1","PRIVATE PILOT","4600","300","20",""
"19991218035559I","18-DEC-99","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","BOEING","727","200","PAN AMERICAN AIRWAYS CORP","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","367PA","0","1","","","","3","","","","",""
"19991219034749I","19-DEC-99","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-J","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","96KS","0","0","","","","1","PRIVATE PILOT","400","300","2",""
"20000112000019I","12-JAN-00","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","BOEING","737","700","CONTINENTAL AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","13720","0","0","","","","2","AIRLINE TRANSPORT","16100","3500","145",""
"20000115002969I","15-JAN-00","MANSFIELD","MA","MANSFIELD MUNI","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","PIPER","PA-28R","PA-28R-200","","INSTRUCTION","GENERAL OPERATING RULES","UNKNOWN","913FL","0","0","","","","1","PRIVATE PILOT","","","",""
"20000212003239I","12-FEB-00","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","SAAB","340","B","BUSINESS EXPRESS INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","357BE","0","4","","","","2","","","","",""
"20000221002839I","21-FEB-00","MARTHAS VINEYARD","MA","MARTHAS VINEYARD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-421","CE-421-C","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","421LW","0","0","","","","2","PRIVATE PILOT","","","",""
"20000323003779I","23-MAR-00","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-182","CE-182-R","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","4245C","0","0","","","","1","PRIVATE PILOT","1600","1200","1",""
"20000419020189I","19-APR-00","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","LEARJET-BOMBARDIER","LEARJET 35","A","NATIONAL JETS INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","UNKNOWN","66NJ","0","0","","","","2","AIRLINE TRANSPORT","3100","2800","270",""
"20000420020309I","20-APR-00","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","SUBSTANTIAL","HOVERING","ENSTRM","ENSTRM-F28","ENSTRM-F28-A","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","46MU","0","0","LYC","IO360B1E","O360","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","3600","2600","50",""
"20000508016619I","08-MAY-00","NANTUCKET","MA","NANTUCKET MEMORIAL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-402","CE-402-C","HYANNIS AIR SERVICE INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","780EA","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","2350","155","100",""
"20000516022409I","16-MAY-00","MANSFIELD","MA","MANSFIELD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-182","CE-182-R","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","2631C","0","0","","","","1","PRIVATE PILOT","","","",""
"20000521016159I","21-MAY-00","NANTUCKET","MA","NANTUCKET MEMORIAL","INCIDENT","MINOR","TO ABORTED (FIXED WING)","CESSNA","CE-402","CE-402-C","ISLAND AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","401BK","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","2750","110","110",""
"20000607019929I","07-JUN-00","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","TO ABORTED (FIXED WING)","CESSNA","CE-402","CE-402-C","HYANNIS AIR SERVICE INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","524CA","0","0","","","","2","AIRLINE TRANSPORT","3600","787","104",""
