"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19870325068079I","25-MAR-87","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MAULE","MX-7","MX-7-235","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","5667Y","0","0","","","","1","PRIVATE PILOT","300","90","90","90"
"19870402028709I","02-APR-87","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","CLIMB","BOEING","737","200","PRESIDENTIAL AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","313XV","0","0","","","","2","AIRLINE TRANSPORT","7100","4700","75","75"
"19870417023029I","17-APR-87","BANGOR","ME","BANGOR INTL","INCIDENT","","NORMAL CRUISE","MCDONNELL-DOUGLAS-BOEING","DC-10","","BRITISH CALEDONIAN AIRWAYS LTD","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","NR572","0","0","","","","3","AIRLINE TRANSPORT","","","",""
"19870507012479I","07-MAY-87","FARMINGTON","ME","","INCIDENT","MINOR","TAKEOFF GROUND ROLL","CESSNA","CE-180","CE-180-B","","PERSONAL","GENERAL OPERATING RULES","NONE","9130T","0","0","","","","1","PRIVATE PILOT","80","25","15","15"
"19870530038489I","30-MAY-87","FRYEBURG","ME","EASTERN SLOPES RGNL","INCIDENT","","NORMAL CRUISE","PIPER","PA-28","PA-28-151","","PERSONAL","GENERAL OPERATING RULES","NONE","8388C","0","0","LYC","STCO320","STC","1","PRIVATE PILOT","500","400","50","25"
"19870603038419I","03-JUN-87","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","IN TRAFFIC PATTERN-CIRCLING","CESSNA","CE-172","CE-172-M","","PERSONAL","GENERAL OPERATING RULES","NONE","6564H","0","0","","","","1","PRIVATE PILOT","500","500","15","15"
"19870604082479I","04-JUN-87","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","TO ABORTED (FIXED WING)","BOEING","737","100","CONTINENTAL AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","410PE","0","0","","","","2","AIRLINE TRANSPORT","6148","","",""
"19870723061239I","23-JUL-87","BOWDOINHAM","ME","MERRYMEETING FIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-172","CE-172-P","","BUSINESS","GENERAL OPERATING RULES","NONE","99548","0","0","","","","1","PRIVATE PILOT","210","210","23","23"
"19870808049309I","08-AUG-87","BANGOR","ME","BANGOR INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","BOEING","727","200","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","514DA","0","0","","","","3","AIRLINE TRANSPORT","","","",""
"19870808070399I","08-AUG-87","BANGOR","ME","BANGOR INTL","INCIDENT","","NORMAL CRUISE","RAYTHEON","99","C99","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","207BA","0","0","","","","2","AIRLINE TRANSPORT","1515","333","153","153"
"19870815078519I","15-AUG-87","EMERY MILLS","ME","","INCIDENT","MINOR","TAKEOFF GROUND ROLL","CESSNA","CE-172","CE-172-N","","PERSONAL","GENERAL OPERATING RULES","NONE","737ZR","0","0","","","","1","PRIVATE PILOT","925","733","7","7"
"19870817072209I","17-AUG-87","HOULTON","ME","","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-172","CE-172-G","","PERSONAL","GENERAL OPERATING RULES","NONE","3799L","0","0","","","","1","COMMERCIAL PILOT","740","312","2","2"
"19870906065599I","06-SEP-87","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-28","PA-28-181","","PERSONAL","GENERAL OPERATING RULES","NONE","73TS","0","0","","","","1","PRIVATE PILOT","914","300","168","168"
"19870914072279I","14-SEP-87","AUGUSTA","ME","AUGUSTA STATE","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","BEECH","BE-19","BE-19-B","","INSTRUCTION","GENERAL OPERATING RULES","NONE","2182W","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1341","24","42","15"
"19871127078319I","27-NOV-87","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","NORMAL CRUISE","CESSNA","CE-402","CE-402-C","MAINE AVIATION AIRCRAFT CHARTER L L C","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","UNKNOWN","67876","0","0","CONT","TSIO520VB","O520","2","AIRLINE TRANSPORT","9000","590","250","142"
"19871215080959I","15-DEC-87","GOODWINS MILLS","ME","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","BLANCA","BL-7","BL-7-ECA","","PERSONAL","GENERAL OPERATING RULES","NONE","9556S","0","0","CONT","O200A","O200","1","AIRLINE TRANSPORT","13190","100","210","15"
"19871223081279I","23-DEC-87","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-402","CE-402-C","MAINE AVIATION AIRCRAFT CHARTER L L C","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","282GA","0","0","CONT","IO520*","O520","2","AIRLINE TRANSPORT","4500","150","150","39"
"19871225080979I","25-DEC-87","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","BOEING","737","300","CONTINENTAL AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","14324","0","0","","","","2","AIRLINE TRANSPORT","10000","1000","180","180"
"19871228079999I","28-DEC-87","BANGOR","ME","BANGOR INTL","INCIDENT","","NORMAL CRUISE","RAYTHEON","1900","C-1","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","315BH","0","0","PWA","PT6A65B","PT6","2","AIRLINE TRANSPORT","5000","2500","220","220"
"19871228080949I","28-DEC-87","PRESQUE ISLE","ME","NORTHERN MAINE RGNL ARPT AT PRESQUE IS","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","CESSNA","CE-402","CE-402-B","NORTHEAST EXPRESS REGIONAL AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","NONE","1436G","0","0","CONT","TSIO520E","O520","2","AIRLINE TRANSPORT","2050","500","300","300"
"19880119010679I","19-JAN-88","BANGOR","ME","BANGOR INTL","INCIDENT","","FCD/PREC LDG FROM CRUISE","RAYTHEON","1900","C-1","BUSINESS EXPRESS INC","AIR TAXI (SCHEDULED- NOT COMMUTER)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","809BE","0","0","PWA","PT6A65B","PT6","2","AIRLINE TRANSPORT","7939","1039","172","172"
"19880203043929I","03-FEB-88","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FCD/PREC LDG FROM CRUISE","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","208BH","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","2500","700","160","120"
"19880306031699I","06-MAR-88","DIXFIELD","ME","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","LAKE","LA-4","","","PERSONAL","GENERAL OPERATING RULES","NONE","1011L","0","0","LYC","O360A1A","O360","1","PRIVATE PILOT","750","625","10","10"
"19880319018739I","19-MAR-88","DEXTER","ME","DEXTER RGNL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-140","","PERSONAL","GENERAL OPERATING RULES","NONE","5109G","0","0","LYC","O320E2A","O320","1","PRIVATE PILOT","761","351","8","5"
"19880406022319I","06-APR-88","FRYEBURG","ME","EASTERN SLOPES RGNL","INCIDENT","","NORMAL CRUISE","CESSNA","CE-206","CE-206-U206G","","PERSONAL","GENERAL OPERATING RULES","NONE","6618U","0","0","CONT","TSIO520M","O520","1","PRIVATE PILOT","176","52","52","52"
"19880413018669I","13-APR-88","BRIDGTON","ME","","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-172","","","PERSONAL","GENERAL OPERATING RULES","NONE","9475E","0","0","LYC","O320H2AD","O320","1","PRIVATE PILOT","380","200","20","20"
"19880506021389I","06-MAY-88","AUGUSTA","ME","AUGUSTA STATE","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","NONE","2838D","0","0","LYC","O320D3G","O320","1","PRIVATE PILOT","158","50","20","20"
"19880601058899I","01-JUN-88","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FORCED/PRECAUTIONARY LANDING","BOEING","727","200","CONTINENTAL AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","522PE","0","0","PWA","JT8D15","JT8","3","AIRLINE TRANSPORT","","","",""
"19880621040329I","21-JUN-88","WISCASSET","ME","WISCASSET","INCIDENT","MINOR","TOUCH AND GO LANDING","PIPER","PA-18","PA-18-150","","PERSONAL","GENERAL OPERATING RULES","NONE","3491Z","0","0","","","","1","COMMERCIAL PILOT","2300","100","2","2"
"19880623068699I","23-JUN-88","OLD TOWN","ME","","INCIDENT","MINOR","STARTING ENGINES","DE HAVILLAND-BOMBARDIER","DHC-2","DHC-2-MK1","","INDUSTRIAL/SPECIAL","GENERAL OPERATING RULES","UNKNOWN","4756T","0","0","PWA","R985AN14B","R985","1","COMMERCIAL PILOT","15000","100","75","10"
"19880704042029I","04-JUL-88","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FCD/PREC LDG FROM CRUISE","SWEARINGEN-FAIRCHILD","SA-26","SA-26-AT","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","137CP","0","0","","","","2","PRIVATE PILOT","950","50","50","50"
"19880709025909I","09-JUL-88","SAINT GEORGE","ME","","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-18","","","PERSONAL","GENERAL OPERATING RULES","NONE","1226A","0","0","LYC","O320*","O320","1","PRIVATE PILOT","470","250","17","17"
"19880712026469I","12-JUL-88","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-58","","","BUSINESS","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","7217H","0","0","CONT","IO550C","O550","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","25452","6000","95","80"
"19880713033419I","13-JUL-88","TURNER","ME","","INCIDENT","MINOR","IDLING ENGINES","CESSNA","CE-185","CE-185-F","","OTHER","GENERAL OPERATING RULES","NONE","32PR","0","0","","","","1","COMMERCIAL PILOT","4000","3000","40","40"
"19880718055869I","18-JUL-88","NORRIDGEWOCK","ME","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","PIPER","PA-12","","","PERSONAL","GENERAL OPERATING RULES","NONE","2403M","0","0","","","","1","PRIVATE PILOT","1080","319","25","25"
"19880730054449I","30-JUL-88","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","TO ABORTED (FIXED WING)","MCDONNELL-DOUGLAS-BOEING","DC-10","10","CAL AIR INTERNATIONAL LTD","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","GB5ZD","0","0","","","","3","AIRLINE TRANSPORT","13000","5800","208","208"
"19880802041129I","02-AUG-88","BAR HARBOR","ME","HANCOCK COUNTY-BAR HARBOR","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","RAYTHEON","1900","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","304BH","0","0","","","","2","AIRLINE TRANSPORT","10000","4000","220","220"
"19880822050189I","22-AUG-88","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FORCED/PRECAUTIONARY LANDING","RAYTHEON","1900","C-1","BUSINESS EXPRESS INC","AIR TAXI (SCHEDULED- NOT COMMUTER)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","796BE","0","0","PWA","PT6A65B","PT6","2","AIRLINE TRANSPORT","3898","1845","182","182"
"19880901036569I","01-SEP-88","BAR HARBOR","ME","HANCOCK COUNTY-BAR HARBOR","INCIDENT","MINOR","TO ABORTED (FIXED WING)","RAYTHEON","1900","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","302BH","0","0","","","","2","AIRLINE TRANSPORT","16722","4020","292","292"
"19880902062649I","02-SEP-88","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","CESSNA","CE-152","","","BUSINESS","GENERAL OPERATING RULES","NONE","94689","0","0","LYC","O235N2C","O235","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","","350","600",""
"19880930053499I","30-SEP-88","AUGUSTA","ME","AUGUSTA STATE","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-170","CE-170-A","","PERSONAL","GENERAL OPERATING RULES","NONE","9776A","0","0","CONT","O300A","O300","1","PRIVATE PILOT","1031","600","7","7"
"19881115067329I","15-NOV-88","AUBURN","ME","AUBURN/LEWISTON MUNI","INCIDENT","MINOR","NORMAL CRUISE","PIPER","PA-18","PA-18-135","","PERSONAL","GENERAL OPERATING RULES","NONE","72573","0","0","LYC","O320A2A","O320","1","COMMERCIAL PILOT","5038","40","45","7"
"19881128068769I","28-NOV-88","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","ROLL-OUT (FIXED WING)","BOEING","737","100","CONTINENTAL AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","413PE","0","0","PWA","JT8D7","JT8","2","AIRLINE TRANSPORT","8000","524","193","193"
"19881203070599I","03-DEC-88","HOULTON","ME","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","CESSNA","CE-150","CE-150-M","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","63221","0","0","CONT","O200A","O200","1","STUDENT","95","40","7","7"
"19881211068239I","11-DEC-88","GRAY","ME","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","CE-172-M","","PERSONAL","GENERAL OPERATING RULES","NONE","85HC","0","0","LYC","O320E2D","O320","1","PRIVATE PILOT","230","160","20","20"
"19881230070239I","30-DEC-88","BANGOR","ME","BANGOR INTL","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","PIPER","PA-34","PA-34-220T","","BUSINESS","GENERAL OPERATING RULES","UNKNOWN","8291D","0","0","CONT","TSIO360KB","O360","2","PRIVATE PILOT","310","20","35",""
"19890113008639I","13-JAN-89","BANGOR","ME","BANGOR INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","GULSTM","GA-AA","GA-AA-5B","","BUSINESS","GENERAL OPERATING RULES","NONE","4559S","0","0","","","","1","PRIVATE PILOT","","","",""
"19890116005249I","16-JAN-89","BANGOR","ME","BANGOR INTL","INCIDENT","","NORMAL CRUISE","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","NONE","6393J","0","0","","","","1","PRIVATE PILOT","260","70","16","12"
"19890116005849I","16-JAN-89","FREEPORT","ME","","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-170","CE-170-A","","PERSONAL","GENERAL OPERATING RULES","NONE","9776A","0","0","CONT","C1452","C145","1","PRIVATE PILOT","1050","610","8","8"
"19890123024989I","23-JAN-89","DEXTER","ME","DEXTER RGNL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-58","","AVERY, LAURIS E JR","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","7294R","0","0","CONT","IO520CB","O520","2","AIRLINE TRANSPORT","2800","470","200","25"
"19890202008399I","02-FEB-89","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-60","PA-60-600A","AIRNET SYSTEMS INC","AIR TAXI (SCHEDULED- NOT COMMUTER)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","6078E","0","0","","","","2","COMMERCIAL PILOT","1850","300","180","180"
"19890207008459I","07-FEB-89","NORRIDGEWOCK","ME","CENTRAL MAINE ARPT OF NORRIDGEWOCK","INCIDENT","MINOR","TAKEOFF GROUND ROLL","PIPER","PA-32","PA-32-260","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","3607W","0","0","LYC","O540E4B5","O540","1","PRIVATE PILOT","350","100","20","20"
"19890208008549I","08-FEB-89","PITTSFIELD","ME","PITTSFIELD MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","4942B","0","0","LYC","O235L2C","O235","1","STUDENT","22","22","11","11"
"19890210008539I","10-FEB-89","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FCD/PREC LDG FROM CRUISE","RAYTHEON","1900","C-1","BUSINESS EXPRESS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","815BE","0","0","","","","2","AIRLINE TRANSPORT","3800","1500","180","180"
"19890210008579I","10-FEB-89","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FCD/PREC LDG FROM CRUISE","BEECH","BE-58","BE-58-P","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","783JR","0","0","CONT","TSIO520WB","O520","2","AIRLINE TRANSPORT","6000","800","105","105"
"19890212008629I","12-FEB-89","WATERVILLE","ME","WATERVILLE ROBERT LAFLEUR","INCIDENT","MINOR","IN TRAFFIC PATTERN-CIRCLING","CESSNA","CE-150","CE-150-F","","PERSONAL","GENERAL OPERATING RULES","NONE","84795","0","0","","","","1","PRIVATE PILOT","310","20","30","5"
"19890311023769I","11-MAR-89","LEBANON","ME","","INCIDENT","","PARACHUTE JUMPING","CESSNA","CE-182","CE-182-B","","OTHER","GENERAL OPERATING RULES","NONE","2754G","1","0","CONT","O470L","O470","1","","","","",""
"19890318019639I","18-MAR-89","BANGOR","ME","BANGOR INTL","INCIDENT","","FCD/PREC LDG FROM CRUISE","PIPER","PA-34","PA-34-200T","MAC DAN AVIATION","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","3011P","0","0","CONT","TSIO360E","O360","2","COMMERCIAL PILOT","2200","20","","20"
"19890319023889I","19-MAR-89","OLD TOWN","ME","DEWITT FLD,OLD TOWN MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-172","CE-172-P","","PERSONAL","GENERAL OPERATING RULES","NONE","54759","0","0","LYC","O320*","O320","1","PRIVATE PILOT","290","120","3","3"
"19890323024959I","23-MAR-89","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-150","CE-150-A","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","9379U","0","0","CONT","O200A","O200","1","PRIVATE PILOT","123","120","26","19"
"19890326024079I","26-MAR-89","LIMINGTON","ME","LIMINGTON-HARMON","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-23","","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","2146P","0","0","LYC","O360A1D","O360","2","PRIVATE PILOT","447","40","11","4"
"19890401021469I","01-APR-89","WATERVILLE","ME","WATERVILLE ROBERT LAFLEUR","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","CESSNA","CE-402","CE-402-C","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","6841R","0","0","CONT","TSIO520VB","O520","2","AIRLINE TRANSPORT","3400","900","70","14"
"19890407023299I","07-APR-89","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","TAKEOFF GROUND ROLL","CESSNA","CE-188","CE-188-B","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","4857R","0","0","CONT","IO520D","O520","1","AIRLINE TRANSPORT","10000","200","150","0"
"19890417017119I","17-APR-89","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","NORMAL CRUISE","CESSNA","CE-172","CE-172-RG","","BUSINESS","GENERAL OPERATING RULES","NONE","6344V","0","0","LYC","O360F1A6","O360","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","8750","800","10","6"
"19890504050629I","04-MAY-89","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-150","CE-150-H","","PERSONAL","GENERAL OPERATING RULES","NONE","6760S","0","0","CONT","O200A","O200","1","STUDENT","","","",""
"19890507019229I","07-MAY-89","LEWISTON","ME","","INCIDENT","MINOR","IDLING ROTORS","ENSTRM","ENSTRM-280","ENSTRM-280-C","","PERSONAL","GENERAL OPERATING RULES","NONE","5691W","0","0","","","","1","PRIVATE PILOT","385","126","5","5"
"19890528034349I","28-MAY-89","BRUNSWICK","ME","BRUNSWICK NAS","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-182","CE-182-R","ACE AVIATION INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","UNKNOWN","2656C","0","0","LYC","O540J3C5","O540","1","COMMERCIAL PILOT","20000","1000","200","50"
"19890531032679I","31-MAY-89","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","TOUCH AND GO LANDING","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","94457","0","0","LYC","O235N2C","O235","1","STUDENT","20","20","20","20"
"19890603031379I","03-JUN-89","BANGOR","ME","BANGOR INTL","INCIDENT","","FORCED/PRECAUTIONARY LANDING","AIRBUS","A310","220","PAN AMERICAN WORLD AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","807PA","0","0","PWA","JT9*","JT9","2","AIRLINE TRANSPORT","","","",""
"19890610034759I","10-JUN-89","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-182","CE-182-C","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","8676T","0","0","CONT","O470L","O470","1","COMMERCIAL PILOT","1035","11","95","3"
"19890615037959I","15-JUN-89","WATERVILLE","ME","WATERVILLE ROBERT LAFLEUR","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","CESSNA","CE-150","CE-150-F","","INSTRUCTION","GENERAL OPERATING RULES","NONE","8749S","0","0","CONT","O200A","O200","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","490","80","123","48"
"19890616037869I","16-JUN-89","BANGOR","ME","BANGOR INTL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","BOEING","727","200","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","543DA","0","0","PWA","JT8D15A","JT8","3","AIRLINE TRANSPORT","","","",""
"19890628038829I","28-JUN-89","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","NORMAL CRUISE","BOEING","727","200C","ORION LIFT SERVICE INC","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","431EX","0","0","PWA","JT8D7","JT8","3","AIRLINE TRANSPORT","","","",""
"19890628039019I","28-JUN-89","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FCD/PREC LDG FROM CRUISE","BOEING","757","200","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","630DL","0","0","PWA","PW2037","2037","2","AIRLINE TRANSPORT","","","",""
"19890714022449I","14-JUL-89","HOULTON","ME","HOULTON INTL","INCIDENT","MINOR","TOUCH AND GO LANDING","CESSNA","CE-182","","","PERSONAL","GENERAL OPERATING RULES","NONE","3997D","0","0","","","","1","STUDENT","305","281","29","29"
"19890714038449I","14-JUL-89","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MOONEY","M-20","M-20-J","","PERSONAL","GENERAL OPERATING RULES","NONE","432JT","0","0","LYC","IO360A1B6","O360","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","3800","","50","50"
"19890716040059I","16-JUL-89","BANGOR","ME","","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-210","CE-210-T210N","","BUSINESS","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","9536Y","0","0","CONT","IO520L","O520","1","AIRLINE TRANSPORT","34000","1250","300","100"
"19890722040199I","22-JUL-89","BIDDEFORD","ME","BIDDEFORD MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","5357P","0","0","LYC","O235L2C","O235","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","750","175","70","35"
"19890729047979I","29-JUL-89","ELIOT","ME","LITTLEBROOK AIR PARK","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-172","CE-172-N","","PERSONAL","GENERAL OPERATING RULES","NONE","5905E","0","0","","","","1","PRIVATE PILOT","158","15","5","5"
"19890801050439I","01-AUG-89","BANGOR","ME","BANGOR INTL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","CESSNA","CE-402","CE-402-C","NORTHEAST EXPRESS REGIONAL AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","155PB","0","0","","","","2","AIRLINE TRANSPORT","1955","773","357","350"
"19890807051009I","07-AUG-89","BANGOR","ME","BANGOR INTL","INCIDENT","","FCD/PREC LDG FROM CRUISE","MCDONNELL-DOUGLAS-BOEING","DC-10","40D","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","153US","0","0","PWA","JT9*","JT9","3","AIRLINE TRANSPORT","","","",""
