,AIDS Report Number,Event City,Aircraft Make,Aircraft Model,Primary Flight Type,Flight Conduct Code,Flight Plan Filed Code,Total Fatalities,Total Injuries,PIC Certificate Type,PIC Flight Time Total Hrs,PIC Flight Time Total Make-Model
2780,19890730062889I,MANCHESTER,LAKE,LA-4,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,330.0,212.0
2781,19890730066449I,MANCHESTER,LAKE,LA-4,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,330.0,212.0
2782,19890819048129I,NASHUA,FAIRCHILD,PT-19,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,500.0,50.0
2783,19890827048599I,NASHUA,CESSNA,CE-210,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2824.522308892356,547.8739469578783
2784,19890904052309I,NASHUA,HAWKER,SEA HAWK,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,250.0,547.8739469578783
2785,19890909053639I,MANCHESTER,BEECH,BE-100,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,7880.0,210.0
2786,19890909058509I,MANCHESTER,ATR,ATR 42,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
2787,19890919057789I,MANCHESTER,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,PRIVATE PILOT,607.0,310.0
2788,19891005062209I,MANCHESTER,PIPER,PA-24,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,2000.0,1500.0
2789,19891006054119I,MANCHESTER,CESSNA,CE-310,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,26208.0,220.0
2790,19891012060059I,NEW LONDON,BEECH,BE-36,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,1350.0,150.0
2791,19891022059659I,MANCHESTER,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
2792,19891027056299I,JAFFREY,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,209.0,86.0
2793,19891028057889I,NASHUA,PIPER,PA-23,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,4500.0,1800.0
2794,19891104059439I,MANCHESTER,GULSTM,GA-680,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,21000.0,100.0
2795,19891106059509I,MANCHESTER,GULSTM,GA-680,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,21000.0,100.0
2796,19891108062379I,MANCHESTER,PIPER,PA-28RT,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,1500.0,800.0
2797,19891112058519I,MANCHESTER,CESSNA,CE-210,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,2700.0,1800.0
2798,19891129059709I,NASHUA,PIPER,PA-23,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,5000.0,1600.0
2799,19891213061289I,LACONIA,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,PRIVATE PILOT,200.0,60.0
2800,19891220061449I,HAMPTON,CESSNA,CE-140,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,1610.0,12.0
2801,19900111008379I,NASHUA,CESSNA,CE-152,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,600.0,200.0
2802,19900116007299I,MANCHESTER,MITSUBISHI,MU-2B,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,4500.0,1000.0
2803,19900215006709I,WEST OSSIPEE,PIPER,PA-24,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,7000.0,4000.0
2804,19900225008299I,LEBANON,FAIRCHILD-DORNIER,228,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,4766.0,112.0
2805,19900409021159I,KEENE,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,STUDENT,60.0,60.0
2806,19900425031629I,CONCORD,PIPER,PA-30,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,820.0,272.0
2807,19900527028639I,FRANCONIA,WACO,WACO-UPF,FOR HIRE,GENERAL OPERATING RULES,UNKNOWN,0,0,AIRLINE TRANSPORT,25000.0,400.0
2808,19900622030969I,GILMANTON,ENSTRM,ENSTRM-F28,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,160.0,139.0
2809,19900702032819I,CONCORD,CESSNA,CE-182,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT,1295.0,100.0
2810,19900727042749I,LEBANON,FAIRCHILD-DORNIER,228,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,3200.0,1060.0
2811,19900816045309I,KEENE,BEECH,BE-36,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,315.0,35.0
2812,19900830047989I,KEENE,LUSCMB,LL-8,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,150.0,20.0
2813,19900924053789I,NASHUA,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,PRIVATE PILOT,3200.0,110.0
2814,19901007052889I,PLYMOUTH,BLANCA,BL-7,PERSONAL,GENERAL OPERATING RULES,NONE,0,1,PRIVATE PILOT,404.0,3.0
2815,19901014055209I,MANCHESTER,CESSNA,CE-310,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,2500.0,500.0
2816,19901014055489I,MANCHESTER,FAIRCHILD-DORNIER,228,INSTRUCTION,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,5000.0,3300.0
2817,19901015054939I,LEBANON,RAYTHEON,1900,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4150.0,1600.0
2818,19901101057759I,HAVERHILL,PIPER,PA-16,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,200.0,20.0
2819,19901114065859I,ROCHESTER,CESSNA,CE-208,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,1600.0,125.0
2820,19901206062579I,MANCHESTER,PIPER,PA-31,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,8800.0,850.0
2821,19901207060389I,CONCORD,PIPER,PA-32,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,550.0,250.0
2822,19901226062999I,LEBANON,CESSNA,CE-180,BUSINESS,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,UNKNOWN/FOREIGN,4064.0,547.8739469578783
2823,19910106001789I,ROCHESTER,MOONEY,M-20,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,835.0,16.0
2824,19910122005289I,MANCHESTER,ATR,ATR 42,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
2825,19910204006339I,LEBANON,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,263.0,4.0
2826,19910222005999I,MANCHESTER,SHORTS-BOMBARDIER,360,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,4800.0,890.0
2827,19910310009859I,MANCHESTER,RAYTHEON,99,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
2828,19910413017799I,CHARLESTOWN,PIPER,PA-22,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,UNKNOWN/FOREIGN,180.0,50.0
2829,19910417019619I,MANCHESTER,PIPER,PA-28,INSTRUCTION,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,5000.0,1000.0
2830,19910426019329I,HUDSON,CAMRON,CAMRON-O-105,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,393.0,111.0
2831,19910426021459I,NASHUA,LUSCMB,LL-8,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,342.0,102.0
2832,19910520023059I,LACONIA,CESSNA,CE-152,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,36.0,15.0
2833,19910528027119I,NASHUA,GULSTM,GA-AA,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,935.0,575.0
2834,19910713033569I,MANCHESTER,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,10000.0,1200.0
2835,19910807041089I,BATH,CESSNA,CE-140,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,827.0,300.0
2836,19910808046279I,MANCHESTER,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,STUDENT,201.0,201.0
2837,19910906050369I,LACONIA,PIPER,PA-31,AIR TAXI (NON-SCHEDULED),GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,2824.522308892356,5500.0
2838,19910913049449I,KEENE,CESSNA,CE-150,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,20.0,20.0
2839,19910920049029I,LEBANON,RAYTHEON,1900,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,4106.0,973.0
2840,19910924049779I,NASHUA,CESSNA,CE-560,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,9870.0,75.0
2841,19911006052349I,MANCHESTER,RAYTHEON,1900,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,3700.0,1200.0
2842,19911008059279I,MANCHESTER,BLANCA,BL-7,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,4500.0,500.0
2843,19911019051179I,LACONIA,GLOBE,GC-1,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1150.0,300.0
2844,19911031059919I,MANCHESTER,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,20380.0,6199.0
2845,19911211060219I,MANCHESTER,BEECH,BE-36,OTHER,GENERAL OPERATING RULES,UNKNOWN,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,975.0,6.0
2846,19920108002709I,CONCORD,PIPER,PA-28,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,8500.0,1000.0
2847,19920421016899I,ROCHESTER,CESSNA,CE-170,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,530.0,400.0
2848,19920428015759I,NASHUA,PIPER,PA-23,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,1,AIRLINE TRANSPORT,5200.0,2500.0
2849,19920503019619I,NASHUA,BEECH,BE-35,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,2819.0,2146.0
2850,19920517020939I,SALEM,SCWZER,SGS-2,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,35.0,12.0
2851,19920523023389I,TWIN MOUNTAIN,BEECH,BE-35,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,770.0,277.0
2852,19920801038359I,SANBORNVILLE,MAULE,M-5,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1010.0,45.0
2853,19920809040759I,PORTSMOUTH,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,PRIVATE PILOT,2000.0,1250.0
2854,19920827039439I,NEW LONDON,CESSNA,CE-210,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,PRIVATE PILOT,1350.0,32.0
2855,19920912040369I,PORTSMOUTH,LAKE,LA-4,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,320.0,30.0
2856,19920922041749I,LACONIA,STOLAC,UC-1,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,395.0,7.0
2857,19920930048629I,HAMPTON,CESSNA,CE-172,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,40.0,40.0
2858,19921027050169I,WINDHAM,TCRAFT,BC,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,750.0,55.0
2859,19921210055589I,LEBANON,CESSNA,CE-402,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,4000.0,150.0
2860,19930215010229I,MANCHESTER,SAAB,340,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,6800.0,547.8739469578783
2861,19930220002999I,KEENE,BEECH,BE-77,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,STUDENT,78.0,78.0
2862,19930302010349I,ROCHESTER,PIPER,PA-22,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,STUDENT,48.0,44.0
2863,19930327009789I,MANCHESTER,LUSCMB,LL-8,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,200.0,60.0
2864,19930506015919I,NEW LONDON,CESSNA,CE-182,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1000.0,800.0
2865,19930625026639I,LACONIA,PIPER,PA-23,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,549.0,11.0
2866,19930627032159I,ROCHESTER,PIPER,PA-22,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,676.0,33.0
2867,19930720031889I,ROCHESTER,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,7900.0,500.0
2868,19930727033339I,MANCHESTER,PIPER,PA-31,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,2790.0,650.0
2869,19930823035789I,LACONIA,SMITH,DSA1,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2700.0,10.0
2870,19931004037519I,NASHUA,BEECH,BE-95,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,2824.522308892356,547.8739469578783
2871,19931005044949I,PORTSMOUTH,CESSNA,CE-310,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,2824.522308892356,440.0
2872,19931203051919I,ROCHESTER,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,STUDENT,35.0,35.0
2873,19940202004099I,MANCHESTER,CESSNA,CE-208,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,14955.0,1340.0
2874,19940312007679I,HEBRON,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,680.0,680.0
2875,19940320005969I,CONCORD,PIPER,PA-28R,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,2850.0,175.0
2876,19940321007569I,ROCHESTER,YAKOVLEV,YAK-11,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,23000.0,148.0
2877,19940422016049I,KEENE,PIPER,PA-23,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,18000.0,1000.0
2878,19940510010499I,KEENE,BEECH,BE-17,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,740.0,300.0
2879,19940522021979I,NASHUA,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1129.0,900.0
2880,19940704030769I,PORTSMOUTH,PIPER,PA-32,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,UNKNOWN/FOREIGN,2824.522308892356,547.8739469578783
2881,19940706029909I,CONCORD,BEECH,BE-95,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,500.0,300.0
2882,19940731031909I,DURHAM,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,488.0,420.0
2883,19940830024119I,NASHUA,PIPER,PA-34,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,2000.0,100.0
2884,19940909033909I,LEBANON,CESSNA,CE-210,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,PRIVATE PILOT,4428.0,1860.0
2885,19940920035419I,PORTSMOUTH,GULSTM,GA-1159,OTHER,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,9000.0,100.0
2886,19941008039429I,NASHUA,BEECH,BE-23,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,443.0,300.0
2887,19950305007869I,ALTON BAY,PIPER,PA-28,OTHER,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1050.0,300.0
2888,19950329008759I,NASHUA,VELOCITY,173,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,868.0,280.0
2889,19950331012579I,BERLIN,LUSCMB,LL-8,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,700.0,550.0
2890,19950423011719I,KEENE,MOONEY,M-20,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,960.0,165.0
2891,19950508013429I,NASHUA,PIPER,PA-28R,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,410.0,310.0
2892,19950527014149I,NASHUA,CESSNA,CE-152,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,40.0,40.0
2893,19950709026209I,HOLLIS,,,OTHER,PARACHUTE JUMPING,NONE,0,0,,2824.522308892356,547.8739469578783
2894,19950907034969I,PORTSMOUTH,PIPER,PA-23,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,3700.0,350.0
2895,19950917035429I,MANCHESTER,DE HAVILLAND-BOMBARDIER,DASH 8,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,6287.0,2845.0
2896,19950930035339I,TWIN MOUNTAIN,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,156.0,155.0
2897,19951025038039I,NASHUA,BUSHBY,MIDGET MUSTANG,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,9600.0,1475.0
2898,19951105039039I,MANCHESTER,GULSTM,GA-AA,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,100.0,8.0
2899,19951117041119I,PORTSMOUTH,GULSTM,GA-AA,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,622.0,151.0
2900,19951130043139I,CONCORD,PIPER,PA-31,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,3000.0,900.0
2901,19951228043599I,HAMPTON,MAULE,M-5,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,505.0,65.0
2902,19960204008569I,NASHUA,PIPER,PA-24,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,347.0,10.0
2903,19960204008639I,AUBURN,CESSNA,CE-177,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,3062.0,106.0
2904,19960220004509I,MANCHESTER,DASSAULT AVIATION,FALCON 10-100,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,29000.0,4300.0
2905,19960310007019I,LEBANON,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,184.0,184.0
2906,19960524014779I,CONCORD,PIPER,PA-32,OTHER,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,3000.0,200.0
2907,19960602020389I,BRISTOL,BELL,BHT-47,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,2824.522308892356,547.8739469578783
2908,19960611013759I,CONCORD,,,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,174.0,10.0
2909,19960628022889I,LEBANON,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,STUDENT,17.0,17.0
2910,19960705021159I,MOULTONBORO,CESSNA,CE-414,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,4600.0,1000.0
2911,19960706020989I,MANCHESTER,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,279.0,29.0
2912,19960707024429I,WOLFEBORO,PIPER,PA-32,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,7500.0,700.0
2913,19960714026539I,LOUDON,,,OTHER,PARACHUTE JUMPING,NONE,0,1,COMMERCIAL PILOT,2824.522308892356,547.8739469578783
2914,19960817028129I,MEREDITH,LAKE,LA-4,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1650.0,1000.0
2915,19960825030259I,KEENE,CESSNA,CE-185,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1200.0,950.0
2916,19960830029609I,WEST OSSIPEE,TCRAFT,BC,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,8820.0,500.0
2917,19961005037569I,LEBANON,RAYTHEON,1900,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,NONE,0,0,AIRLINE TRANSPORT,3885.0,1821.0
2918,19961118040459I,MANCHESTER,SEAREY,SEAREY,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,7000.0,10.0
2919,19970115002999I,ROCHESTER,AVID,AVID FLYER,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,250.0,1.0
2920,19970314003149I,CONCORD,SWEARINGEN-FAIRCHILD,SA-226,OTHER,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,6000.0,600.0
2921,19970514014769I,NASHUA,TCRAFT,BC,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1202.0,95.0
2922,19970523014809I,GORHAM,PIPER,PA-23,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,4300.0,1800.0
2923,19970531015049I,LACONIA,SEAREY,SEAREY,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,7500.0,35.0
2924,19970607022099I,LACONIA,CESSNA,CE-152,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,2824.522308892356,547.8739469578783
2925,19970814026339I,CONCORD,PROTECH,PT2,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,112.0,10.0
2926,19970828030389I,GILFORD,PIPER,PA-18,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1600.0,700.0
2927,19970927031809I,NORTH SUTTON,CESSNA,CE-172,INDUSTRIAL/SPECIAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,650.0,500.0
2928,19971013038359I,KEENE,,,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,3500.0,125.0
2929,19971026035269I,PEMBROKE,STNSON,SR-108,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,531.0,282.0
2930,19971113036429I,CLAREMONT,CESSNA,CE-210,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,545.0,160.0
2931,20001009030859I,OSSIPEE,ACRO SPORT,SPORT,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,9000.0,250.0
2932,20001022031889I,PORTSMOUTH,BEECH,BE-36,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,225.0,75.0
2933,20001109019019I,MANCHESTER,BOEING,737,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,UNKNOWN,0,0,,2824.522308892356,547.8739469578783
2934,20001123024589I,NASHUA,CESSNA,CE-401,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,590.0,30.0
2935,20001203022489I,MANCHESTER,BOEING,737,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,,2824.522308892356,547.8739469578783
