"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19901206062579I","06-DEC-90","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","PIPER","PA-31","PA-31-350","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","141ME","0","0","LYC","IO540*","O540","2","AIRLINE TRANSPORT","8800","850","65","65"
"19901207060389I","07-DEC-90","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-32","PA-32-R300","","PERSONAL","GENERAL OPERATING RULES","NONE","979SA","0","0","","","","1","COMMERCIAL PILOT","550","250","","20"
"19901226062999I","26-DEC-90","LEBANON","NH","LEBANON MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-180","CE-180-K","","BUSINESS","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","3112D","0","0","","","","1","UNKNOWN/FOREIGN","4064","","40","40"
"19910106001789I","06-JAN-91","ROCHESTER","NH","SKYHAVEN","INCIDENT","","FCD/PREC LDG FROM CRUISE","MOONEY","M-20","M-20-E","","PERSONAL","GENERAL OPERATING RULES","NONE","3243F","0","0","LYC","IO360A1A","O360","1","PRIVATE PILOT","835","16","16","16"
"19910122005289I","22-JAN-91","MANCHESTER","NH","MANCHESTER","INCIDENT","","ROLL-OUT (FIXED WING)","ATR","ATR 42","300","BRITT AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","18809","0","0","","","","2","AIRLINE TRANSPORT","","","",""
"19910204006339I","04-FEB-91","LEBANON","NH","LEBANON MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-172","CE-172-N","","PERSONAL","GENERAL OPERATING RULES","NONE","1973F","0","0","","","","1","PRIVATE PILOT","263","4","13","4"
"19910222005999I","22-FEB-91","MANCHESTER","NH","MANCHESTER","INCIDENT","","ROLL-OUT (FIXED WING)","SHORTS-BOMBARDIER","360","","BUSINESS EXPRESS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","601A","0","0","","","","2","AIRLINE TRANSPORT","4800","890","150","150"
"19910310009859I","10-MAR-91","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","RAYTHEON","99","","NORTHEAST EXPRESS REGIONAL AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","202BH","0","0","PWA","PT6A20","PT6","2","AIRLINE TRANSPORT","","","",""
"19910413017799I","13-APR-91","CHARLESTOWN","NH","","INCIDENT","MINOR","TAKEOFF GROUND ROLL","PIPER","PA-22","PA-22-150","","PERSONAL","GENERAL OPERATING RULES","NONE","5715D","0","0","","","","1","UNKNOWN/FOREIGN","180","50","7","7"
"19910417019619I","17-APR-91","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","PIPER","PA-28","PA-28-161","","INSTRUCTION","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","8182A","0","0","","","","1","COMMERCIAL PILOT","5000","1000","75","75"
"19910426019329I","26-APR-91","HUDSON","NH","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","CAMRON","CAMRON-O-105","","","PERSONAL","GENERAL OPERATING RULES","NONE","2036B","0","0","","","","0","COMMERCIAL PILOT","393","111","13","13"
"19910426021459I","26-APR-91","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","LUSCMB","LL-8","LL-8-A","","PERSONAL","GENERAL OPERATING RULES","NONE","1170K","0","0","","","","1","PRIVATE PILOT","342","102","91","91"
"19910520023059I","20-MAY-91","LACONIA","NH","LACONIA MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","5151L","0","0","","","","1","STUDENT","36","15","15","15"
"19910528027119I","28-MAY-91","NASHUA","NH","","INCIDENT","","FCD/PREC LDG FROM CRUISE","GULSTM","GA-AA","GA-AA-1A","","PERSONAL","GENERAL OPERATING RULES","NONE","6357L","0","0","LYC","O235*","O235","1","PRIVATE PILOT","935","575","35","35"
"19910713033569I","13-JUL-91","MANCHESTER","NH","MANCHESTER","INCIDENT","","FORCED/PRECAUTIONARY LANDING","CESSNA","CE-172","CE-172-M","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","13311","0","0","","","","1","AIRLINE TRANSPORT","10000","1200","200","30"
"19910807041089I","07-AUG-91","BATH","NH","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","CESSNA","CE-140","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","2877N","0","0","CONT","C8512","C85","1","PRIVATE PILOT","827","300","44","8"
"19910808046279I","08-AUG-91","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-150","CE-150-F","","PERSONAL","GENERAL OPERATING RULES","NONE","8298S","0","0","CONT","O200A","O200","1","STUDENT","201","201","11","11"
"19910906050369I","06-SEP-91","LACONIA","NH","LACONIA MUNI","INCIDENT","MINOR","NORMAL CRUISE","PIPER","PA-31","PA-31-310","EMERSON, ALAN","AIR TAXI (NON-SCHEDULED)","GENERAL OPERATING RULES","NONE","30DF","0","0","","","","1","COMMERCIAL PILOT","","5500","100","60"
"19910913049449I","13-SEP-91","KEENE","NH","DILLANT-HOPKINS","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-150","CE-150-F","","INSTRUCTION","GENERAL OPERATING RULES","NONE","8658G","0","0","","","","1","STUDENT","20","20","20","20"
"19910920049029I","20-SEP-91","LEBANON","NH","LEBANON MUNI","INCIDENT","","FORCED/PRECAUTIONARY LANDING","RAYTHEON","1900","C-1","BUSINESS EXPRESS AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","809BE","0","0","PWA","PT6A65B","PT6","2","AIRLINE TRANSPORT","4106","973","161","161"
"19910924049779I","24-SEP-91","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","FINAL APPROACH- INSTRUMENT FLIGHT RULES","CESSNA","CE-560","","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","22AF","0","0","","","","2","AIRLINE TRANSPORT","9870","75","150","75"
"19911006052349I","06-OCT-91","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","RAYTHEON","1900","C-1","BUSINESS EXPRESS AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","6929M","0","0","","","","2","AIRLINE TRANSPORT","3700","1200","",""
"19911008059279I","08-OCT-91","MANCHESTER","NH","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","BLANCA","BL-7","BL-7-AC","","PERSONAL","GENERAL OPERATING RULES","NONE","82767","0","0","","","","1","AIRLINE TRANSPORT","4500","500","75","7"
"19911019051179I","19-OCT-91","LACONIA","NH","LACONIA MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","GLOBE","GC-1","GC-1-B","","PERSONAL","GENERAL OPERATING RULES","NONE","1235B","0","0","","","","1","PRIVATE PILOT","1150","300","50","15"
"19911031059919I","31-OCT-91","MANCHESTER","NH","MANCHESTER","INCIDENT","","LEVEL OFF TOUCHDOWN","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","938VJ","0","0","","","","2","AIRLINE TRANSPORT","20380","6199","95","95"
"19911211060219I","11-DEC-91","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","BEECH","BE-36","BE-36-A36","","OTHER","GENERAL OPERATING RULES","UNKNOWN","1582L","0","0","CONT","IO520BA","O520","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","975","6","20","6"
"19920108002709I","08-JAN-92","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-161","","INSTRUCTION","GENERAL OPERATING RULES","NONE","8182A","0","0","","","","1","COMMERCIAL PILOT","8500","1000","60","60"
"19920421016899I","21-APR-92","ROCHESTER","NH","SKYHAVEN","INCIDENT","MINOR","TOUCH AND GO LANDING","CESSNA","CE-170","CE-170-A","","PERSONAL","GENERAL OPERATING RULES","NONE","9776A","0","0","","","","1","PRIVATE PILOT","530","400","5","4"
"19920428015759I","28-APR-92","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","PIPER","PA-23","","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","3119P","0","1","","","","2","AIRLINE TRANSPORT","5200","2500","90","90"
"19920503019619I","03-MAY-92","NASHUA","NH","BOIRE FIELD","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","BEECH","BE-35","BE-35-F35","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","5045B","0","0","","","","1","COMMERCIAL PILOT","2819","2146","38","38"
"19920517020939I","17-MAY-92","SALEM","NH","HOLLANDER'S","INCIDENT","MINOR","FINAL APPROACH","SCWZER","SGS-2","SGS-2-33A","","PERSONAL","GENERAL OPERATING RULES","NONE","1178S","0","0","","","","0","PRIVATE PILOT","35","12","1","1"
"19920523023389I","23-MAY-92","TWIN MOUNTAIN","NH","TWIN MOUNTAIN","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-35","BE-35-B33","","PERSONAL","GENERAL OPERATING RULES","NONE","8519M","0","0","","","","1","COMMERCIAL PILOT","770","277","26","19"
"19920801038359I","01-AUG-92","SANBORNVILLE","NH","","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MAULE","M-5","M-5-235C","","PERSONAL","GENERAL OPERATING RULES","NONE","5650R","0","0","","","","1","PRIVATE PILOT","1010","45","18","18"
"19920809040759I","09-AUG-92","PORTSMOUTH","NH","PORTSMOUTH INTL AT PEASE","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-150","CE-150-L","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","10890","0","0","","","","1","PRIVATE PILOT","2000","1250","125","100"
"19920827039439I","27-AUG-92","NEW LONDON","NH","EAGLES NEST","INCIDENT","NONE","ROLL-OUT (FIXED WING)","CESSNA","CE-210","CE-210-P210N","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","4842K","0","0","","","","1","PRIVATE PILOT","1350","32","32","32"
"19920912040369I","12-SEP-92","PORTSMOUTH","NH","PORTSMOUTH INTL AT PEASE","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","LAKE","LA-4","LA-4-200","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","6193V","0","0","","","","1","PRIVATE PILOT","320","30","35","30"
"19920922041749I","22-SEP-92","LACONIA","NH","LACONIA MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","STOLAC","UC-1","","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","9509U","0","0","","","","2","COMMERCIAL PILOT","395","7","15","7"
"19920930048629I","30-SEP-92","HAMPTON","NH","HAMPTON AIRFIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-172","CE-172-M","","INSTRUCTION","GENERAL OPERATING RULES","NONE","13098","0","0","","","","1","STUDENT","40","40","20","20"
"19921027050169I","27-OCT-92","WINDHAM","NH","","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","TCRAFT","BC","BC-12-D1","","PERSONAL","GENERAL OPERATING RULES","NONE","44426","0","0","","","","1","PRIVATE PILOT","750","55","",""
"19921210055589I","10-DEC-92","LEBANON","NH","LEBANON MUNI","INCIDENT","MINOR","FINAL APPROACH","CESSNA","CE-402","CE-402-B","TWIN CITIES AIR SERVICE LLC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","87266","0","0","","","","2","AIRLINE TRANSPORT","4000","150","70","50"
"19930215010229I","15-FEB-93","MANCHESTER","NH","MANCHESTER","INCIDENT","","FORCED/PRECAUTIONARY LANDING","SAAB","340","A","BUSINESS EXPRESS AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","734BA","0","0","","","","2","AIRLINE TRANSPORT","6800","","213","213"
"19930220002999I","20-FEB-93","KEENE","NH","DILLANT-HOPKINS","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-77","","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","1806N","0","0","","","","1","STUDENT","78","78","5","5"
"19930302010349I","02-MAR-93","ROCHESTER","NH","SKYHAVEN","INCIDENT","MINOR","TOUCH AND GO LANDING","PIPER","PA-22","PA-22-108","","PERSONAL","GENERAL OPERATING RULES","NONE","5304Z","0","0","","","","1","STUDENT","48","44","22","22"
"19930327009789I","27-MAR-93","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","TOUCH AND GO LANDING","LUSCMB","LL-8","LL-8-A","","PERSONAL","GENERAL OPERATING RULES","NONE","71983","0","0","","","","1","PRIVATE PILOT","200","60","4","4"
"19930506015919I","06-MAY-93","NEW LONDON","NH","EAGLES NEST","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-182","CE-182-R","","PERSONAL","GENERAL OPERATING RULES","NONE","6009C","0","0","","","","1","PRIVATE PILOT","1000","800","27","27"
"19930625026639I","25-JUN-93","LACONIA","NH","LACONIA MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-23","PA-23-160","","PERSONAL","GENERAL OPERATING RULES","NONE","4254P","0","0","LYC","O360A1D","O360","2","COMMERCIAL PILOT","549","11","108","11"
"19930627032159I","27-JUN-93","ROCHESTER","NH","SKYHAVEN","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-22","PA-22-108","SKYHAVEN AVIATION LTD","INSTRUCTION","GENERAL OPERATING RULES","NONE","4540Z","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","676","33","22","22"
"19930720031889I","20-JUL-93","ROCHESTER","NH","SKYHAVEN","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","CE-172-M","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","6871H","0","0","LYC","O320*","O320","1","COMMERCIAL PILOT","7900","500","50","10"
"19930727033339I","27-JUL-93","MANCHESTER","NH","MANCHESTER","INCIDENT","","ROLL-OUT (FIXED WING)","PIPER","PA-31","PA-31-350","BIRD AIR FLEET INC","BUSINESS","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","61RT","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","2790","650","230","190"
"19930823035789I","23-AUG-93","LACONIA","NH","LACONIA MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","SMITH","DSA1","","","PERSONAL","GENERAL OPERATING RULES","NONE","1711","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2700","10","20","10"
"19931004037519I","04-OCT-93","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-95","BE-95-B55","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","18288","0","0","","","","2","PRIVATE PILOT","","","",""
"19931005044949I","05-OCT-93","PORTSMOUTH","NH","PORTSMOUTH INTL AT PEASE","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-310","CE-310-I","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","3886T","0","0","","","","2","COMMERCIAL PILOT","","440","",""
"19931203051919I","03-DEC-93","ROCHESTER","NH","SKYHAVEN","INCIDENT","MINOR","TOUCH AND GO LANDING","CESSNA","CE-172","CE-172-M","","PERSONAL","GENERAL OPERATING RULES","NONE","64305","0","0","","","","1","STUDENT","35","35","35","35"
"19940202004099I","02-FEB-94","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","TO ABORTED (FIXED WING)","CESSNA","CE-208","CE-208-B","WIGGINS AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","931FE","0","0","","","","1","AIRLINE TRANSPORT","14955","1340","136","103"
"19940312007679I","12-MAR-94","HEBRON","NH","","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-150","CE-150-M","","PERSONAL","GENERAL OPERATING RULES","NONE","66161","0","0","","","","1","PRIVATE PILOT","680","680","20","20"
"19940320005969I","20-MAR-94","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28R","PA-28R-201T","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","38557","0","0","","","","1","COMMERCIAL PILOT","2850","175","15","15"
"19940321007569I","21-MAR-94","ROCHESTER","NH","SKYHAVEN","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","YAKOVLEV","YAK-11","","","PERSONAL","GENERAL OPERATING RULES","NONE","11MQ","0","0","","","","1","AIRLINE TRANSPORT","23000","148","230","5"
"19940422016049I","22-APR-94","KEENE","NH","DILLANT-HOPKINS","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-23","PA-23-160","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","4333P","0","0","LYC","O360A1D","O360","2","AIRLINE TRANSPORT","18000","1000","200","30"
"19940510010499I","10-MAY-94","KEENE","NH","DILLANT-HOPKINS","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-17","BE-17-D17S","","PERSONAL","GENERAL OPERATING RULES","NONE","19482","0","0","","","","1","PRIVATE PILOT","740","300","25","15"
"19940522021979I","22-MAY-94","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","PIPER","PA-28","PA-28-140","","PERSONAL","GENERAL OPERATING RULES","NONE","5991U","0","0","","","","1","PRIVATE PILOT","1129","900","20","20"
"19940704030769I","04-JUL-94","PORTSMOUTH","NH","PORTSMOUTH INTL AT PEASE","INCIDENT","","ROLL-OUT (FIXED WING)","PIPER","PA-32","PA-32-301","","PERSONAL","GENERAL OPERATING RULES","NONE","8301F","0","0","","","","1","UNKNOWN/FOREIGN","","","",""
"19940706029909I","06-JUL-94","CONCORD","NH","","INCIDENT","","FCD/PREC LDG FROM CRUISE","BEECH","BE-95","BE-95-55","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","122PG","0","0","","","","2","COMMERCIAL PILOT","500","300","30","30"
"19940731031909I","31-JUL-94","DURHAM","NH","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","PIPER","PA-28","PA-28-151","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","41318","0","0","LYC","O320E3D","O320","1","PRIVATE PILOT","488","420","8","8"
"19940830024119I","30-AUG-94","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","TAKEOFF GROUND ROLL","PIPER","PA-34","PA-34-200","","PERSONAL","GENERAL OPERATING RULES","NONE","98FM","0","0","","","","2","AIRLINE TRANSPORT","2000","100","50","50"
"19940909033909I","09-SEP-94","LEBANON","NH","LEBANON MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-210","CE-210-N","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","9776Y","0","0","","","","1","PRIVATE PILOT","4428","1860","48","42"
"19940920035419I","20-SEP-94","PORTSMOUTH","NH","PORTSMOUTH INTL AT PEASE","INCIDENT","MINOR","TAKEOFF GROUND ROLL","GULSTM","GA-1159","","","OTHER","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","105TB","0","0","","","","2","AIRLINE TRANSPORT","9000","100","50","40"
"19941008039429I","08-OCT-94","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-23","BE-23-C24R","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","6703P","0","0","","","","1","PRIVATE PILOT","443","300","40","40"
"19950305007869I","05-MAR-95","ALTON BAY","NH","","INCIDENT","MINOR","FINAL APPROACH","PIPER","PA-28","PA-28-140","","OTHER","GENERAL OPERATING RULES","NONE","8790N","0","0","LYC","O320E2D","O320","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1050","300","170","100"
"19950329008759I","29-MAR-95","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","VELOCITY","173","RG","","PERSONAL","GENERAL OPERATING RULES","NONE","4095T","0","0","","","","1","PRIVATE PILOT","868","280","30","30"
"19950331012579I","31-MAR-95","BERLIN","NH","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","LUSCMB","LL-8","LL-8-A","","PERSONAL","GENERAL OPERATING RULES","NONE","45567","0","0","","","","1","PRIVATE PILOT","700","550","2","2"
"19950423011719I","23-APR-95","KEENE","NH","DILLANT-HOPKINS","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-F","","PERSONAL","GENERAL OPERATING RULES","NONE","7112V","0","0","LYC","IO360A1A","O360","1","PRIVATE PILOT","960","165","30","30"
"19950508013429I","08-MAY-95","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28R","PA-28R-180","","PERSONAL","GENERAL OPERATING RULES","NONE","3765T","0","0","","","","1","PRIVATE PILOT","410","310","1","1"
"19950527014149I","27-MAY-95","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","48270","0","0","LYC","O235L2C","O235","1","STUDENT","40","40","40","40"
"19950709026209I","09-JUL-95","HOLLIS","NH","","INCIDENT","","PARACHUTE JUMPING","","","","","OTHER","PARACHUTE JUMPING","NONE","UR002","0","0","","","","","","","","",""
"19950907034969I","07-SEP-95","PORTSMOUTH","NH","PORTSMOUTH INTL AT PEASE","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","PIPER","PA-23","PA-23-250","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","7074Z","0","0","","","","2","AIRLINE TRANSPORT","3700","350","110","15"
"19950917035429I","17-SEP-95","MANCHESTER","NH","MANCHESTER","INCIDENT","","FINAL APPROACH","DE HAVILLAND-BOMBARDIER","DASH 8","100","ALLEGHENY AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","417AW","0","0","","","","2","AIRLINE TRANSPORT","6287","2845","232","232"
"19950930035339I","30-SEP-95","TWIN MOUNTAIN","NH","TWIN MOUNTAIN","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-150","CE-150-A","","PERSONAL","GENERAL OPERATING RULES","NONE","22967","0","0","","","","1","PRIVATE PILOT","156","155","1","1"
"19951025038039I","25-OCT-95","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BUSHBY","MIDGET MUSTANG","","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","4701","0","0","","","","1","COMMERCIAL PILOT","9600","1475","70","70"
"19951105039039I","05-NOV-95","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","GULSTM","GA-AA","GA-AA-5","","PERSONAL","GENERAL OPERATING RULES","NONE","9973L","0","0","","","","1","PRIVATE PILOT","100","8","20","8"
"19951117041119I","17-NOV-95","PORTSMOUTH","NH","PORTSMOUTH INTL AT PEASE","INCIDENT","MINOR","FINAL APPROACH","GULSTM","GA-AA","GA-AA-5","SKY BRIGHT INC","INSTRUCTION","GENERAL OPERATING RULES","NONE","5402L","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","622","151","78","62"
"19951130043139I","30-NOV-95","CONCORD","NH","CONCORD MUNI","INCIDENT","","LEVEL OFF TOUCHDOWN","PIPER","PA-31","PA-31-310","","PERSONAL","GENERAL OPERATING RULES","NONE","508Y","0","0","LYC","O540*","O540","1","COMMERCIAL PILOT","3000","900","2","2"
"19951228043599I","28-DEC-95","HAMPTON","NH","HAMPTON AIRFIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MAULE","M-5","M-5-235C","","PERSONAL","GENERAL OPERATING RULES","NONE","9127E","0","0","","","","1","COMMERCIAL PILOT","505","65","29","29"
"19960204008569I","04-FEB-96","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-24","PA-24-250","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","7751P","0","0","","","","1","COMMERCIAL PILOT","347","10","7","3"
"19960204008639I","04-FEB-96","AUBURN","NH","","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-177","CE-177-RG","","PERSONAL","GENERAL OPERATING RULES","NONE","45428","0","0","","","","1","COMMERCIAL PILOT","3062","106","26","26"
"19960220004509I","20-FEB-96","MANCHESTER","NH","MANCHESTER","INCIDENT","","CLIMB","DASSAULT AVIATION","FALCON 10-100","","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","108KC","0","0","","","","2","AIRLINE TRANSPORT","29000","4300","140","90"
"19960310007019I","10-MAR-96","LEBANON","NH","LEBANON MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","","","PERSONAL","GENERAL OPERATING RULES","NONE","8558B","0","0","CONT","O300A","O300","1","PRIVATE PILOT","184","184","3","3"
"19960524014779I","24-MAY-96","CONCORD","NH","CONCORD MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","PIPER","PA-32","PA-32-300","","OTHER","GENERAL OPERATING RULES","NONE","4135R","0","0","LYC","IO540K1A5","O540","1","COMMERCIAL PILOT","3000","200","2","2"
"19960602020389I","02-JUN-96","BRISTOL","NH","","INCIDENT","MINOR","POWER OFF RUN LAND (AUTOROTATION)","BELL","BHT-47","BHT-47-D1","","PERSONAL","GENERAL OPERATING RULES","NONE","132BR","0","0","FRNKLN","6V335*","6AV335","1","COMMERCIAL PILOT","","","",""
"19960611013759I","11-JUN-96","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","","","","","PERSONAL","GENERAL OPERATING RULES","NONE","144RA","0","0","CONT","A658","A65","1","PRIVATE PILOT","174","10","12","3"
